id,country_code,state,postalcode,latitude,longitude
39240,US,Arizona,42240,-66.00,146.00
39241,US,Alaska,58126,-86.00,142.00
39242,US,Arizona,48706,-88.00,-127.00
39243,US,Arizona,64367,-53.00,-35.00
39244,US,Arkansas,51488,-84.00,-87.00
39245,US,Alaska,45405,-87.00,-159.00
39246,US,Alaska,82685,-83.00,84.00
39247,US,Alaska,25929,-88.00,79.00
39248,US,Alaska,40012,-86.00,-114.00
39249,US,California,41627,-74.00,71.00
39250,US,Alabama,60939,-53.00,101.00
39251,US,Arizona,45876,-58.00,12.00
39252,US,Alabama,58637,-82.00,46.00
39253,US,Arizona,74719,-62.00,-54.00
39254,US,Alaska,62162,-76.00,-171.00
39255,US,Alaska,68443,-81.00,-172.00
39256,US,Alaska,54644,-35.00,165.00
39257,US,Arizona,48946,-79.00,-168.00
39258,US,Alaska,54405,-61.00,142.00
39259,US,Arizona,40104,-59.00,-89.00
39260,US,Arizona,66761,-76.00,-14.00
39261,US,Alaska,35508,-88.00,-91.00
39262,US,Arkansas,45145,-88.00,88.00
39263,US,Alaska,59382,-81.00,-75.00
39264,US,Alabama,51840,-41.00,10.00
39265,US,Alaska,62659,-85.00,-127.00
39266,US,Arizona,39076,-82.00,-151.00
39267,US,Arizona,67929,-27.00,-69.00
39268,US,Arkansas,45452,-86.00,-144.00
39269,US,Alabama,50132,-74.00,94.00
39270,US,Alaska,23855,-73.00,83.00
39271,US,Alaska,33984,-68.00,-48.00
39272,US,Alaska,50160,-87.00,171.00
39273,US,Alaska,52701,-82.00,60.00
39274,US,Alaska,44147,-89.00,25.00
39275,US,Arkansas,61796,-85.00,-49.00
39276,US,Alabama,60282,-85.00,169.00
39277,US,Alaska,57108,-79.00,50.00
39278,US,Alaska,59583,-90.00,36.00
39279,US,Alaska,31246,-70.00,112.00
39280,US,Arizona,59710,-73.00,-123.00
39281,US,Alaska,53209,-55.00,-140.00
39282,US,Alaska,40810,-70.00,-83.00
39283,US,Alaska,61765,-86.00,-114.00
39284,US,Arizona,41055,-88.00,-76.00
39285,US,Alabama,61082,-72.00,139.00
39286,US,Alabama,73155,-72.00,-176.00
39287,US,Alabama,57520,-73.00,179.00
39288,US,Arizona,59624,-82.00,91.00
39289,US,Arkansas,59576,-74.00,137.00
39290,US,Alaska,64756,-78.00,-150.00
39291,US,Arkansas,27910,-84.00,-139.00
39292,US,Alaska,57601,-78.00,50.00
39293,US,Alaska,65608,-76.00,-54.00
39294,US,Arizona,61675,-73.00,-118.00
39295,US,Alaska,63463,-57.00,34.00
39296,US,Alabama,63549,-84.00,-12.00
39297,US,Alaska,52308,-87.00,170.00
39298,US,Alaska,38828,-58.00,62.00
39299,US,Alaska,51250,-62.00,93.00
39300,US,California,39839,-85.00,-30.00
39301,US,Alaska,56579,-83.00,-113.00
39302,US,Arkansas,50894,-85.00,16.00
39303,US,Arkansas,52422,-86.00,24.00
39304,US,Arizona,51745,-87.00,140.00
39305,US,Alabama,50908,-78.00,87.00
39306,US,Alaska,67017,-83.00,32.00
39307,US,Alaska,54999,-81.00,-114.00
39308,US,Alaska,39114,-45.00,35.00
39309,US,Alaska,58083,-85.00,-83.00
39310,US,Alabama,42086,-68.00,32.00
39311,US,Arizona,52800,-87.00,173.00
39312,US,Alaska,62291,-84.00,151.00
39313,US,Alabama,40776,-82.00,-171.00
39314,US,Alaska,36720,-88.00,93.00
39315,US,Alaska,72870,-76.00,-54.00
39316,US,Alabama,74534,-83.00,151.00
39317,US,Arkansas,40016,-79.00,-11.00
39318,US,Alabama,66980,-64.00,-38.00
39319,US,Alaska,59556,-66.00,-79.00
39320,US,Alabama,46551,-88.00,7.00
39321,US,Connecticut,45084,-26.00,-153.00
39322,US,Alaska,72855,-88.00,111.00
39323,US,Alaska,72508,-87.00,15.00
39324,US,Alaska,45351,-74.00,49.00
39325,US,Arizona,71722,-51.00,164.00
39326,US,Alabama,42551,-79.00,47.00
39327,US,Alaska,68471,-65.00,114.00
39328,US,Arizona,46086,-63.00,153.00
39329,US,Alaska,45254,-86.00,67.00
39330,US,Arkansas,48570,-83.00,-23.00
39331,US,Arkansas,57897,-81.00,-80.00
39332,US,Alaska,95982,-52.00,35.00
39333,US,Alaska,65553,-77.00,-121.00
39334,US,California,67890,-47.00,8.00
39335,US,Alaska,29921,-66.00,1.00
39336,US,Alaska,61078,-84.00,-59.00
39337,US,Alabama,59490,-79.00,-164.00
39338,US,Alaska,53034,-85.00,-121.00
39339,US,Arizona,59106,-85.00,57.00
39340,US,Arizona,37269,-37.00,121.00
39341,US,Alaska,62717,-50.00,-38.00
39342,US,Alaska,56466,-76.00,-69.00
39343,US,Alaska,46808,-49.00,-59.00
39344,US,Arkansas,42744,-90.00,-43.00
39345,US,Alaska,44143,-89.00,57.00
39346,US,Alabama,67572,-58.00,60.00
39347,US,Alabama,51154,-90.00,102.00
39348,US,Alaska,60406,-23.00,87.00
39349,US,Alaska,73597,-77.00,63.00
39350,US,Alaska,61117,-87.00,-80.00
39351,US,Alaska,66690,-89.00,169.00
39352,US,Alaska,48399,-89.00,-164.00
39353,US,Alabama,72247,-76.00,-73.00
39354,US,Alaska,32286,-86.00,166.00
39355,US,Arkansas,52100,-76.00,25.00
39356,US,Alaska,82606,-68.00,112.00
39357,US,Alaska,61388,-81.00,6.00
39358,US,Arizona,45772,-78.00,-176.00
39359,US,Alaska,59698,-80.00,-56.00
39360,US,Alaska,26229,-71.00,-5.00
39361,US,Alabama,55512,-55.00,46.00
39362,US,Alaska,38288,-78.00,112.00
39363,US,Arizona,78227,-83.00,-74.00
39364,US,Alaska,52786,-84.00,37.00
39365,US,Alabama,45409,-75.00,-112.00
39366,US,Arizona,42396,-82.00,116.00
39367,US,Alaska,60396,-88.00,124.00
39368,US,Alaska,19111,-61.00,92.00
39369,US,Alabama,25635,-57.00,-164.00
39370,US,Alaska,53529,-72.00,-58.00
39371,US,Alaska,34296,-89.00,133.00
39372,US,Arizona,48641,-49.00,-144.00
39373,US,Arkansas,58298,-85.00,-46.00
39374,US,Alaska,71828,-38.00,167.00
39375,US,Alabama,60414,-81.00,110.00
39376,US,Connecticut,81655,-83.00,150.00
39377,US,Arizona,39323,-76.00,61.00
39378,US,Alaska,60523,-81.00,-131.00
39379,US,Alaska,43147,-84.00,-171.00
39380,US,Arizona,50113,-55.00,79.00
39381,US,Arizona,56843,-79.00,-3.00
39382,US,Alabama,47283,-69.00,115.00
39383,US,Alaska,47557,-75.00,-37.00
39384,US,California,72457,-85.00,113.00
39385,US,Alaska,62044,-75.00,-40.00
39386,US,Alabama,33120,-34.00,7.00
39387,US,Alabama,61041,-47.00,161.00
39388,US,Alaska,55065,-85.00,-45.00
39389,US,Alaska,42124,-83.00,-151.00
39390,US,Arizona,61936,-64.00,139.00
39391,US,Alabama,57240,-35.00,-149.00
39392,US,Arizona,54889,-89.00,165.00
39393,US,Alaska,46925,-89.00,54.00
39394,US,Alaska,52228,-65.00,-138.00
39395,US,Alabama,59413,-81.00,72.00
39396,US,Alaska,38676,-40.00,145.00
39397,US,Alaska,47959,-56.00,132.00
39398,US,Alabama,64835,-86.00,136.00
39399,US,Alaska,50686,-86.00,-97.00
39400,US,Alabama,55501,-84.00,156.00
39401,US,Arizona,47156,-89.00,160.00
39402,US,Alaska,63735,-70.00,-108.00
39403,US,California,58734,-88.00,-18.00
39404,US,Arizona,52621,-88.00,-148.00
39405,US,Alabama,45267,-78.00,-60.00
39406,US,Alaska,57890,-79.00,-170.00
39407,US,Alaska,54485,-78.00,149.00
39408,US,Alaska,64681,-70.00,167.00
39409,US,Alaska,47294,-81.00,-59.00
39410,US,Alaska,70378,-88.00,116.00
39411,US,Arizona,71664,-80.00,-37.00
39412,US,Arizona,80453,-86.00,119.00
39413,US,Arkansas,60989,-78.00,144.00
39414,US,Alaska,74587,-82.00,137.00
39415,US,Arizona,64881,-90.00,73.00
39416,US,Alabama,61578,-85.00,-124.00
39417,US,Alabama,22032,-60.00,123.00
39418,US,Arizona,66543,-80.00,49.00
39419,US,Alabama,42937,-83.00,176.00
39420,US,Alaska,36179,-80.00,149.00
39421,US,Arizona,45143,-70.00,79.00
39422,US,Alaska,59183,-88.00,-22.00
39423,US,Alabama,48799,6.00,157.00
39424,US,Alaska,45022,-82.00,20.00
39425,US,Alabama,49035,-89.00,-108.00
39426,US,Arizona,58249,-45.00,50.00
39427,US,Alaska,64256,-73.00,155.00
39428,US,Alaska,64387,-40.00,-69.00
39429,US,Alabama,35749,-80.00,149.00
39430,US,Alabama,50608,-89.00,165.00
39431,US,Arizona,53010,-85.00,105.00
39432,US,Alaska,69781,-66.00,127.00
39433,US,Alaska,61656,-87.00,131.00
39434,US,Arizona,57801,-55.00,31.00
39435,US,Alaska,64819,-80.00,157.00
39436,US,Arizona,63209,-88.00,145.00
39437,US,Alaska,37530,-84.00,-68.00
39438,US,Arizona,50783,-57.00,71.00
39439,US,Alabama,66101,-88.00,132.00
39440,US,Alaska,29397,-85.00,28.00
39441,US,Alaska,55835,-48.00,-74.00
39442,US,Alaska,57553,-77.00,27.00
39443,US,Alaska,52945,-79.00,-68.00
39444,US,Alaska,50159,-86.00,129.00
39445,US,Alabama,40004,-57.00,106.00
39446,US,Alaska,47029,-87.00,7.00
39447,US,Alaska,67645,90.00,177.00
39448,US,Arizona,45258,-88.00,90.00
39449,US,Alaska,63371,-89.00,77.00
39450,US,Alaska,30899,-70.00,163.00
39451,US,Alaska,28474,-87.00,-17.00
39452,US,Alaska,40517,-61.00,-65.00
39453,US,Alaska,54246,-89.00,-150.00
39454,US,Arkansas,45443,-84.00,-155.00
39455,US,Alaska,43762,-89.00,-60.00
39456,US,Alaska,51463,-69.00,-78.00
39457,US,Arizona,60930,-87.00,178.00
39458,US,Alaska,36129,-73.00,119.00
39459,US,Arkansas,51419,-86.00,-146.00
39460,US,Arizona,71163,-71.00,90.00
39461,US,Alabama,56762,-84.00,-132.00
39462,US,Alaska,63236,-67.00,28.00
39463,US,Arkansas,47239,-88.00,-121.00
39464,US,Arkansas,55399,-63.00,-73.00
39465,US,Alaska,38496,-72.00,122.00
39466,US,Alaska,49105,-64.00,-140.00
39467,US,Arkansas,58296,-86.00,-149.00
39468,US,Alabama,40224,-82.00,-12.00
39469,US,Alabama,64598,-86.00,63.00
39470,US,Alaska,45332,-85.00,17.00
39471,US,Arizona,50178,-74.00,115.00
39472,US,Alaska,41754,-67.00,72.00
39473,US,Colorado,49852,-53.00,67.00
39474,US,Alaska,48606,-85.00,-127.00
39475,US,Arizona,67084,-87.00,-5.00
39476,US,Alaska,78254,-77.00,-138.00
39477,US,Arizona,54550,-86.00,84.00
39478,US,Alaska,51376,-79.00,-159.00
39479,US,Alaska,42599,-61.00,-114.00
39480,US,Alaska,42344,-63.00,162.00
39481,US,Alaska,82991,-75.00,-102.00
39482,US,Alabama,62493,-86.00,-67.00
39483,US,Alaska,46333,-79.00,42.00
39484,US,Alabama,66033,-86.00,-58.00
39485,US,Alaska,53295,-80.00,-27.00
39486,US,Alaska,68644,-89.00,-106.00
39487,US,Arizona,60545,-65.00,-128.00
39488,US,Alaska,53188,-71.00,-82.00
39489,US,California,53987,-77.00,-72.00
39490,US,Alaska,37485,-89.00,-158.00
39491,US,Alaska,44582,-84.00,103.00
39492,US,Alaska,51014,-76.00,68.00
39493,US,Alaska,56695,-82.00,-137.00
39494,US,Arizona,55181,-71.00,-106.00
39495,US,Alaska,34264,-70.00,147.00
39496,US,Arizona,36987,-84.00,-112.00
39497,US,Alaska,54169,-89.00,79.00
39498,US,Alabama,36030,-87.00,126.00
39499,US,Arkansas,64870,-80.00,-72.00
39500,US,Alaska,60399,-83.00,-75.00
39501,US,Arkansas,31957,-84.00,42.00
39502,US,Alaska,42955,-89.00,-155.00
39503,US,Alaska,48430,-78.00,-166.00
39504,US,Arizona,38284,-88.00,-107.00
39505,US,Alaska,51525,-88.00,140.00
39506,US,Arizona,70481,-80.00,-22.00
39507,US,Alaska,38919,-44.00,-77.00
39508,US,Alabama,49220,-81.00,-96.00
39509,US,Alaska,64913,-74.00,98.00
39510,US,Alabama,35285,-87.00,-157.00
39511,US,Alabama,68817,-89.00,27.00
39512,US,Alabama,75712,-62.00,97.00
39513,US,Alaska,61282,-85.00,-135.00
39514,US,Alabama,50521,-73.00,-178.00
39515,US,Alaska,34101,-82.00,-51.00
39516,US,Arizona,35369,-83.00,12.00
39517,US,Alaska,51953,-84.00,-87.00
39518,US,Alaska,48992,-77.00,-80.00
39519,US,Alaska,37264,-83.00,-96.00
39520,US,California,40172,-88.00,-41.00
39521,US,Alaska,74696,-87.00,93.00
39522,US,Arizona,43981,-52.00,151.00
39523,US,Arizona,60075,-86.00,52.00
39524,US,Alaska,59507,-79.00,178.00
39525,US,Alaska,70230,-73.00,85.00
39526,US,Arizona,48226,-83.00,88.00
39527,US,Alaska,61785,-86.00,-5.00
39528,US,Alaska,37036,-82.00,-77.00
39529,US,Arkansas,50098,-74.00,150.00
39530,US,Arizona,48768,-86.00,56.00
39531,US,Alaska,65146,-88.00,60.00
39532,US,Alaska,43249,-78.00,161.00
39533,US,Alabama,79500,-84.00,30.00
39534,US,Alaska,45943,-60.00,38.00
39535,US,Alaska,58891,-75.00,8.00
39536,US,Arkansas,84553,-88.00,80.00
39537,US,Alaska,56930,-84.00,-71.00
39538,US,Arkansas,41730,-84.00,-94.00
39539,US,Alabama,52817,-76.00,5.00
39540,US,Alaska,72069,-89.00,132.00
39541,US,Arizona,50942,-82.00,-174.00
39542,US,Alabama,51978,-83.00,132.00
39543,US,Arkansas,44692,-89.00,128.00
39544,US,Alaska,61766,-83.00,25.00
39545,US,Alaska,55427,-88.00,-157.00
39546,US,Alabama,41703,-87.00,105.00
39547,US,Arizona,63141,-77.00,-152.00
39548,US,Alabama,69435,-74.00,-144.00
39549,US,Alaska,40189,-88.00,156.00
39550,US,Arizona,35426,-88.00,-111.00
39551,US,Arizona,27991,-77.00,-39.00
39552,US,Alabama,72424,-86.00,50.00
39553,US,Alaska,50822,-89.00,-46.00
39554,US,Alabama,50165,-68.00,117.00
39555,US,Arkansas,52962,-85.00,-7.00
39556,US,Alabama,59757,-81.00,31.00
39557,US,Alaska,63902,-88.00,105.00
39558,US,Alaska,29920,-88.00,173.00
39559,US,California,56530,-43.00,90.00
39560,US,Alaska,32755,-89.00,-11.00
39561,US,Arizona,46807,-76.00,-157.00
39562,US,Arizona,48162,-89.00,123.00
39563,US,Alaska,55132,-65.00,140.00
39564,US,Alabama,39005,-80.00,-76.00
39565,US,Arkansas,71692,-62.00,128.00
39566,US,Alabama,46426,-69.00,2.00
39567,US,Alaska,68632,-88.00,61.00
39568,US,Alabama,29452,-89.00,-85.00
39569,US,Alaska,58776,-86.00,67.00
39570,US,Alabama,53981,-78.00,-28.00
39571,US,Arizona,40809,-87.00,12.00
39572,US,Alabama,65606,-84.00,119.00
39573,US,Arkansas,51424,-87.00,-99.00
39574,US,Arizona,65449,-89.00,167.00
39575,US,Arizona,38994,-76.00,120.00
39576,US,Alaska,54569,-87.00,11.00
39577,US,Alaska,81582,-67.00,151.00
39578,US,Arkansas,38735,-89.00,91.00
39579,US,Alaska,53819,-76.00,16.00
39580,US,Alaska,64492,-83.00,115.00
39581,US,Alaska,29310,-85.00,138.00
39582,US,Alaska,35854,-80.00,136.00
39583,US,Alabama,46280,-76.00,92.00
39584,US,Arizona,48621,-77.00,-73.00
39585,US,Arizona,79285,-75.00,91.00
39586,US,Arizona,80754,-66.00,9.00
39587,US,Alaska,55136,-82.00,-135.00
39588,US,Colorado,48838,-88.00,91.00
39589,US,Arizona,56304,-64.00,135.00
39590,US,California,28695,-79.00,180.00
39591,US,Alabama,34384,-88.00,155.00
39592,US,Alaska,52291,-65.00,-119.00
39593,US,Arizona,13599,-52.00,-57.00
39594,US,Alaska,52631,-80.00,-168.00
39595,US,Alaska,41864,-84.00,-77.00
39596,US,Alaska,73049,-64.00,-121.00
39597,US,Alaska,44931,-80.00,29.00
39598,US,Arizona,31127,-75.00,-37.00
39599,US,Arizona,61091,-53.00,132.00
39600,US,Arizona,57597,-75.00,112.00
39601,US,Alabama,53090,-86.00,120.00
39602,US,Arizona,51621,-89.00,-125.00
39603,US,Alaska,45017,-63.00,18.00
39604,US,Alaska,44238,-86.00,160.00
39605,US,Arizona,72959,-29.00,16.00
39606,US,Alaska,64033,-86.00,-123.00
39607,US,Arkansas,58300,-62.00,-109.00
39608,US,Arizona,55002,-89.00,-66.00
39609,US,Alaska,25809,-73.00,-163.00
39610,US,Alaska,28201,-84.00,-68.00
39611,US,Arizona,62580,-72.00,8.00
39612,US,Alaska,68298,-88.00,7.00
39613,US,Alaska,61203,-86.00,136.00
39614,US,Alabama,41485,-70.00,98.00
39615,US,Alabama,53543,-89.00,-140.00
39616,US,Arizona,59679,-83.00,-82.00
39617,US,Alaska,27510,-58.00,99.00
39618,US,Arizona,37700,-79.00,-44.00
39619,US,Arkansas,50319,-54.00,-107.00
39620,US,Alaska,38244,-85.00,-74.00
39621,US,Alaska,64543,-73.00,149.00
39622,US,Arizona,64801,-77.00,17.00
39623,US,Alaska,37006,-59.00,36.00
39624,US,Alaska,45806,-81.00,-157.00
39625,US,Alabama,39487,-88.00,-81.00
39626,US,Alaska,75264,-53.00,-76.00
39627,US,Arkansas,56401,-72.00,43.00
39628,US,Arizona,52854,-89.00,72.00
39629,US,Arizona,48885,-44.00,-180.00
39630,US,Alaska,74544,-11.00,-173.00
39631,US,Alaska,67633,-58.00,177.00
39632,US,Alabama,77696,-71.00,85.00
39633,US,Alaska,48501,-77.00,100.00
39634,US,Alabama,48447,-78.00,-80.00
39635,US,Arizona,44278,-63.00,61.00
39636,US,Alabama,51396,-72.00,82.00
39637,US,Arizona,49194,-70.00,23.00
39638,US,Arizona,63892,-64.00,-67.00
39639,US,Alaska,31042,-83.00,60.00
39640,US,Alaska,66930,-36.00,174.00
39641,US,Alabama,33439,-72.00,143.00
39642,US,Alaska,24323,-84.00,-110.00
39643,US,Arizona,49823,-70.00,59.00
39644,US,Arizona,61128,-63.00,94.00
39645,US,Arkansas,69287,-88.00,179.00
39646,US,Arizona,47291,-72.00,106.00
39647,US,Alaska,26070,-55.00,-99.00
39648,US,Alaska,67837,-73.00,-25.00
39649,US,Alaska,66900,-73.00,-110.00
39650,US,Alaska,55205,-87.00,-6.00
39651,US,Arizona,55836,-79.00,-10.00
39652,US,Alabama,35273,-87.00,-121.00
39653,US,Arizona,38972,-84.00,0.00
39654,US,Delaware,49195,-73.00,-1.00
39655,US,Alabama,43947,-49.00,-143.00
39656,US,Alaska,64527,-44.00,178.00
39657,US,Alaska,43226,-81.00,-150.00
39658,US,Alaska,45439,-84.00,-7.00
39659,US,Alaska,40584,-90.00,-161.00
39660,US,Alabama,33206,-74.00,148.00
39661,US,Arkansas,67992,-68.00,89.00
39662,US,Alaska,60068,-68.00,-48.00
39663,US,Arizona,43759,-79.00,-124.00
39664,US,Alaska,37303,-68.00,53.00
39665,US,Alabama,77429,-70.00,-103.00
39666,US,California,62587,-82.00,-107.00
39667,US,Alaska,53414,-66.00,132.00
39668,US,Arizona,62773,-84.00,-122.00
39669,US,Alaska,65668,-74.00,-98.00
39670,US,Alabama,36447,-49.00,155.00
39671,US,Alaska,58692,-78.00,-13.00
39672,US,Alaska,46966,-53.00,-153.00
39673,US,Arizona,56289,-82.00,-148.00
39674,US,Alaska,29136,-89.00,106.00
39675,US,Alaska,52325,-73.00,128.00
39676,US,Alaska,43410,-89.00,135.00
39677,US,Alaska,48154,-84.00,116.00
39678,US,Alaska,60994,-88.00,-52.00
39679,US,Alaska,44644,-51.00,-47.00
39680,US,Alaska,32965,-69.00,-85.00
39681,US,Alaska,43405,-81.00,56.00
39682,US,Alabama,24499,-78.00,143.00
39683,US,Alabama,35759,-87.00,-74.00
39684,US,Alaska,24445,-80.00,142.00
39685,US,Alaska,48382,-58.00,-109.00
39686,US,Alaska,56673,-24.00,23.00
39687,US,Alaska,67086,-88.00,-121.00
39688,US,California,49096,-75.00,-118.00
39689,US,Arizona,61294,-73.00,-90.00
39690,US,Alaska,55643,-86.00,3.00
39691,US,Arizona,50349,-86.00,-141.00
39692,US,Alabama,68063,-85.00,-54.00
39693,US,Alabama,75184,-88.00,-30.00
39694,US,Alaska,57853,-72.00,58.00
39695,US,Arizona,60419,-56.00,21.00
39696,US,Alabama,47528,-84.00,124.00
39697,US,Alabama,64529,-72.00,95.00
39698,US,Alaska,47794,-83.00,-80.00
39699,US,Alaska,43517,-71.00,27.00
39700,US,Alaska,66390,-84.00,122.00
39701,US,Alaska,65612,-77.00,82.00
39702,US,Alaska,58723,-13.00,148.00
39703,US,Alaska,78221,-72.00,153.00
39704,US,Alaska,49348,-55.00,95.00
39705,US,Arizona,46174,-88.00,54.00
39706,US,Arizona,60658,-84.00,-144.00
39707,US,Alabama,58023,-88.00,43.00
39708,US,Alabama,46828,-77.00,118.00
39709,US,Alaska,55660,-87.00,13.00
39710,US,Alaska,52218,-89.00,148.00
39711,US,Alaska,57491,-88.00,128.00
39712,US,Alabama,45925,-56.00,142.00
39713,US,Alaska,32919,-76.00,-64.00
39714,US,Arizona,33606,-70.00,110.00
39715,US,Alabama,55039,51.00,127.00
39716,US,Alaska,64177,-87.00,57.00
39717,US,Arkansas,32944,-85.00,111.00
39718,US,Arizona,46770,-80.00,99.00
39719,US,Alabama,32838,-86.00,-153.00
39720,US,Colorado,36628,-34.00,123.00
39721,US,Alabama,61165,-65.00,-83.00
39722,US,Alaska,54613,-89.00,47.00
39723,US,Alabama,70447,-73.00,-123.00
39724,US,Alaska,53050,-90.00,100.00
39725,US,Arizona,61554,-79.00,0.00
39726,US,Alaska,49229,-49.00,28.00
39727,US,Alaska,44794,-69.00,-81.00
39728,US,Arizona,46936,-68.00,132.00
39729,US,Alabama,50766,-66.00,-17.00
39730,US,Colorado,52910,-46.00,106.00
39731,US,Alaska,55405,-51.00,-166.00
39732,US,Alaska,36363,-70.00,164.00
39733,US,Alabama,60022,-85.00,140.00
39734,US,Alaska,60801,-82.00,-71.00
39735,US,Arizona,64161,-75.00,25.00
39736,US,Alaska,58238,-45.00,-2.00
39737,US,Alaska,36759,-84.00,128.00
39738,US,Alaska,52107,-87.00,51.00
39739,US,Alaska,68618,-88.00,50.00
39740,US,Alaska,71702,-79.00,113.00
39741,US,Alaska,37088,-79.00,-21.00
39742,US,Arizona,35297,-65.00,-13.00
39743,US,Alaska,58792,-59.00,-162.00
39744,US,Alabama,53420,-50.00,-19.00
39745,US,Alaska,38493,-71.00,-149.00
39746,US,Alabama,46521,-81.00,173.00
39747,US,Alaska,51847,-76.00,-97.00
39748,US,Alaska,43509,-84.00,-155.00
39749,US,Alaska,48271,-88.00,-125.00
39750,US,Arizona,50270,-65.00,170.00
